"","method","unit","AUC","method_type","dataset"
"Aarts2017.11","SASP","Fold01.Rep1",0.473958333333333,"Gene set","Aarts2017"
"Aarts2017.12","AgingAtlas","Fold01.Rep1",0.323688271604938,"Gene set","Aarts2017"
"Aarts2017.13","SenUp","Fold01.Rep1",0.895447530864198,"Gene set","Aarts2017"
"Aarts2017.14","SigRS","Fold01.Rep1",0.427083333333333,"Gene set","Aarts2017"
"Aarts2017.15","GLB1","Fold01.Rep1",0.63329475308642,"Marker","Aarts2017"
"Aarts2017.16","TP53","Fold01.Rep1",0.522280092592593,"Marker","Aarts2017"
"Aarts2017.17","CDKN1A","Fold01.Rep1",0.688850308641975,"Marker","Aarts2017"
"Aarts2017.18","CDKN2A","Fold01.Rep1",0.466338734567901,"Marker","Aarts2017"
"Aarts2017.19","LMNB1","Fold01.Rep1",0.364197530864198,"Marker","Aarts2017"
"Aarts2017.20","IL1A","Fold01.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.21","RB1","Fold01.Rep1",0.609664351851852,"Marker","Aarts2017"
"Aarts2017.22","CDK1","Fold01.Rep1",0.696180555555556,"Marker","Aarts2017"
"Aarts2017.23","CDK4","Fold01.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.24","CDK6","Fold01.Rep1",0.715856481481482,"Marker","Aarts2017"
"Aarts2017.25","MKI67","Fold01.Rep1",0.823302469135803,"Marker","Aarts2017"
"Aarts2017.26","CDKN2B","Fold01.Rep1",0.756076388888889,"Marker","Aarts2017"
"Aarts2017.27","hUSI","Fold02.Rep1",0.916859567901235,"hUSI","Aarts2017"
"Aarts2017.28","DAS","Fold02.Rep1",0.399402006172839,"Senecence Score","Aarts2017"
"Aarts2017.29","mSS","Fold02.Rep1",0.598958333333333,"Senecence Score","Aarts2017"
"Aarts2017.30","DAS+mSS","Fold02.Rep1",0.49266975308642,"Senecence Score","Aarts2017"
"Aarts2017.31","lassoCS","Fold02.Rep1",0.787615740740741,"Senecence Score","Aarts2017"
"Aarts2017.32","CSS","Fold02.Rep1",0.495273919753086,"Senecence Score","Aarts2017"
"Aarts2017.33","SenMayo","Fold02.Rep1",0.513695987654321,"Gene set","Aarts2017"
"Aarts2017.34","CellAge","Fold02.Rep1",0.348186728395062,"Gene set","Aarts2017"
"Aarts2017.35","GenAge","Fold02.Rep1",0.285108024691358,"Gene set","Aarts2017"
"Aarts2017.36","ASIG","Fold02.Rep1",0.445987654320988,"Gene set","Aarts2017"
"Aarts2017.37","SASP","Fold02.Rep1",0.485725308641975,"Gene set","Aarts2017"
"Aarts2017.38","AgingAtlas","Fold02.Rep1",0.346450617283951,"Gene set","Aarts2017"
"Aarts2017.39","SenUp","Fold02.Rep1",0.881751543209877,"Gene set","Aarts2017"
"Aarts2017.40","SigRS","Fold02.Rep1",0.409143518518519,"Gene set","Aarts2017"
"Aarts2017.41","GLB1","Fold02.Rep1",0.590856481481481,"Marker","Aarts2017"
"Aarts2017.42","TP53","Fold02.Rep1",0.497299382716049,"Marker","Aarts2017"
"Aarts2017.43","CDKN1A","Fold02.Rep1",0.661651234567901,"Marker","Aarts2017"
"Aarts2017.44","CDKN2A","Fold02.Rep1",0.470871913580247,"Marker","Aarts2017"
"Aarts2017.45","LMNB1","Fold02.Rep1",0.392554012345679,"Marker","Aarts2017"
"Aarts2017.46","IL1A","Fold02.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.47","RB1","Fold02.Rep1",0.590277777777778,"Marker","Aarts2017"
"Aarts2017.48","CDK1","Fold02.Rep1",0.68335262345679,"Marker","Aarts2017"
"Aarts2017.49","CDK4","Fold02.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.50","CDK6","Fold02.Rep1",0.666087962962963,"Marker","Aarts2017"
"Aarts2017.51","MKI67","Fold02.Rep1",0.791280864197531,"Marker","Aarts2017"
"Aarts2017.52","CDKN2B","Fold02.Rep1",0.744020061728395,"Marker","Aarts2017"
"Aarts2017.53","hUSI","Fold03.Rep1",0.928626543209877,"hUSI","Aarts2017"
"Aarts2017.54","DAS","Fold03.Rep1",0.362750771604938,"Senecence Score","Aarts2017"
"Aarts2017.55","mSS","Fold03.Rep1",0.606385030864197,"Senecence Score","Aarts2017"
"Aarts2017.56","DAS+mSS","Fold03.Rep1",0.466531635802469,"Senecence Score","Aarts2017"
"Aarts2017.57","lassoCS","Fold03.Rep1",0.786554783950617,"Senecence Score","Aarts2017"
"Aarts2017.58","CSS","Fold03.Rep1",0.44945987654321,"Senecence Score","Aarts2017"
"Aarts2017.59","SenMayo","Fold03.Rep1",0.544560185185185,"Gene set","Aarts2017"
"Aarts2017.60","CellAge","Fold03.Rep1",0.343557098765432,"Gene set","Aarts2017"
"Aarts2017.61","GenAge","Fold03.Rep1",0.260609567901235,"Gene set","Aarts2017"
"Aarts2017.62","ASIG","Fold03.Rep1",0.4375,"Gene set","Aarts2017"
"Aarts2017.63","SASP","Fold03.Rep1",0.480902777777778,"Gene set","Aarts2017"
"Aarts2017.64","AgingAtlas","Fold03.Rep1",0.329282407407407,"Gene set","Aarts2017"
"Aarts2017.65","SenUp","Fold03.Rep1",0.889660493827161,"Gene set","Aarts2017"
"Aarts2017.66","SigRS","Fold03.Rep1",0.390432098765432,"Gene set","Aarts2017"
"Aarts2017.67","GLB1","Fold03.Rep1",0.622685185185185,"Marker","Aarts2017"
"Aarts2017.68","TP53","Fold03.Rep1",0.47974537037037,"Marker","Aarts2017"
"Aarts2017.69","CDKN1A","Fold03.Rep1",0.717399691358025,"Marker","Aarts2017"
"Aarts2017.70","CDKN2A","Fold03.Rep1",0.459104938271605,"Marker","Aarts2017"
"Aarts2017.71","LMNB1","Fold03.Rep1",0.377121913580247,"Marker","Aarts2017"
"Aarts2017.72","IL1A","Fold03.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.73","RB1","Fold03.Rep1",0.554108796296296,"Marker","Aarts2017"
"Aarts2017.74","CDK1","Fold03.Rep1",0.679880401234568,"Marker","Aarts2017"
"Aarts2017.75","CDK4","Fold03.Rep1",0.506751543209876,"Marker","Aarts2017"
"Aarts2017.76","CDK6","Fold03.Rep1",0.706404320987654,"Marker","Aarts2017"
"Aarts2017.77","MKI67","Fold03.Rep1",0.816550925925926,"Marker","Aarts2017"
"Aarts2017.78","CDKN2B","Fold03.Rep1",0.749421296296296,"Marker","Aarts2017"
"Aarts2017.79","hUSI","Fold04.Rep1",0.926890432098765,"hUSI","Aarts2017"
"Aarts2017.80","DAS","Fold04.Rep1",0.367573302469136,"Senecence Score","Aarts2017"
"Aarts2017.81","mSS","Fold04.Rep1",0.573591820987654,"Senecence Score","Aarts2017"
"Aarts2017.82","DAS+mSS","Fold04.Rep1",0.451099537037037,"Senecence Score","Aarts2017"
"Aarts2017.83","lassoCS","Fold04.Rep1",0.775559413580247,"Senecence Score","Aarts2017"
"Aarts2017.84","CSS","Fold04.Rep1",0.459972993827161,"Senecence Score","Aarts2017"
"Aarts2017.85","SenMayo","Fold04.Rep1",0.511574074074074,"Gene set","Aarts2017"
"Aarts2017.86","CellAge","Fold04.Rep1",0.365740740740741,"Gene set","Aarts2017"
"Aarts2017.87","GenAge","Fold04.Rep1",0.276813271604938,"Gene set","Aarts2017"
"Aarts2017.88","ASIG","Fold04.Rep1",0.442708333333333,"Gene set","Aarts2017"
"Aarts2017.89","SASP","Fold04.Rep1",0.484567901234568,"Gene set","Aarts2017"
"Aarts2017.90","AgingAtlas","Fold04.Rep1",0.321373456790123,"Gene set","Aarts2017"
"Aarts2017.91","SenUp","Fold04.Rep1",0.892554012345679,"Gene set","Aarts2017"
"Aarts2017.92","SigRS","Fold04.Rep1",0.414930555555556,"Gene set","Aarts2017"
"Aarts2017.93","GLB1","Fold04.Rep1",0.621527777777778,"Marker","Aarts2017"
"Aarts2017.94","TP53","Fold04.Rep1",0.500578703703704,"Marker","Aarts2017"
"Aarts2017.95","CDKN1A","Fold04.Rep1",0.701774691358025,"Marker","Aarts2017"
"Aarts2017.96","CDKN2A","Fold04.Rep1",0.467978395061728,"Marker","Aarts2017"
"Aarts2017.97","LMNB1","Fold04.Rep1",0.363618827160494,"Marker","Aarts2017"
"Aarts2017.98","IL1A","Fold04.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.99","RB1","Fold04.Rep1",0.613811728395062,"Marker","Aarts2017"
"Aarts2017.100","CDK1","Fold04.Rep1",0.678626543209877,"Marker","Aarts2017"
"Aarts2017.101","CDK4","Fold04.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.102","CDK6","Fold04.Rep1",0.711805555555556,"Marker","Aarts2017"
"Aarts2017.103","MKI67","Fold04.Rep1",0.808449074074074,"Marker","Aarts2017"
"Aarts2017.104","CDKN2B","Fold04.Rep1",0.756172839506173,"Marker","Aarts2017"
"Aarts2017.105","hUSI","Fold05.Rep1",0.91724537037037,"hUSI","Aarts2017"
"Aarts2017.106","DAS","Fold05.Rep1",0.357349537037037,"Senecence Score","Aarts2017"
"Aarts2017.107","mSS","Fold05.Rep1",0.609953703703704,"Senecence Score","Aarts2017"
"Aarts2017.108","DAS+mSS","Fold05.Rep1",0.46460262345679,"Senecence Score","Aarts2017"
"Aarts2017.109","lassoCS","Fold05.Rep1",0.779996141975309,"Senecence Score","Aarts2017"
"Aarts2017.110","CSS","Fold05.Rep1",0.456404320987654,"Senecence Score","Aarts2017"
"Aarts2017.111","SenMayo","Fold05.Rep1",0.535493827160494,"Gene set","Aarts2017"
"Aarts2017.112","CellAge","Fold05.Rep1",0.368827160493827,"Gene set","Aarts2017"
"Aarts2017.113","GenAge","Fold05.Rep1",0.247685185185185,"Gene set","Aarts2017"
"Aarts2017.114","ASIG","Fold05.Rep1",0.435570987654321,"Gene set","Aarts2017"
"Aarts2017.115","SASP","Fold05.Rep1",0.469328703703704,"Gene set","Aarts2017"
"Aarts2017.116","AgingAtlas","Fold05.Rep1",0.323109567901235,"Gene set","Aarts2017"
"Aarts2017.117","SenUp","Fold05.Rep1",0.883873456790124,"Gene set","Aarts2017"
"Aarts2017.118","SigRS","Fold05.Rep1",0.392746913580247,"Gene set","Aarts2017"
"Aarts2017.119","GLB1","Fold05.Rep1",0.620659722222222,"Marker","Aarts2017"
"Aarts2017.120","TP53","Fold05.Rep1",0.511188271604938,"Marker","Aarts2017"
"Aarts2017.121","CDKN1A","Fold05.Rep1",0.694058641975309,"Marker","Aarts2017"
"Aarts2017.122","CDKN2A","Fold05.Rep1",0.459683641975309,"Marker","Aarts2017"
"Aarts2017.123","LMNB1","Fold05.Rep1",0.370756172839506,"Marker","Aarts2017"
"Aarts2017.124","IL1A","Fold05.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.125","RB1","Fold05.Rep1",0.589891975308642,"Marker","Aarts2017"
"Aarts2017.126","CDK1","Fold05.Rep1",0.690779320987654,"Marker","Aarts2017"
"Aarts2017.127","CDK4","Fold05.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.128","CDK6","Fold05.Rep1",0.703125,"Marker","Aarts2017"
"Aarts2017.129","MKI67","Fold05.Rep1",0.798418209876543,"Marker","Aarts2017"
"Aarts2017.130","CDKN2B","Fold05.Rep1",0.761091820987654,"Marker","Aarts2017"
"Aarts2017.131","hUSI","Fold06.Rep1",0.926697530864197,"hUSI","Aarts2017"
"Aarts2017.132","DAS","Fold06.Rep1",0.381076388888889,"Senecence Score","Aarts2017"
"Aarts2017.133","mSS","Fold06.Rep1",0.600308641975309,"Senecence Score","Aarts2017"
"Aarts2017.134","DAS+mSS","Fold06.Rep1",0.476755401234568,"Senecence Score","Aarts2017"
"Aarts2017.135","lassoCS","Fold06.Rep1",0.814139660493827,"Senecence Score","Aarts2017"
"Aarts2017.136","CSS","Fold06.Rep1",0.484760802469136,"Senecence Score","Aarts2017"
"Aarts2017.137","SenMayo","Fold06.Rep1",0.491512345679012,"Gene set","Aarts2017"
"Aarts2017.138","CellAge","Fold06.Rep1",0.324266975308642,"Gene set","Aarts2017"
"Aarts2017.139","GenAge","Fold06.Rep1",0.231867283950617,"Gene set","Aarts2017"
"Aarts2017.140","ASIG","Fold06.Rep1",0.421103395061728,"Gene set","Aarts2017"
"Aarts2017.141","SASP","Fold06.Rep1",0.479552469135802,"Gene set","Aarts2017"
"Aarts2017.142","AgingAtlas","Fold06.Rep1",0.290316358024691,"Gene set","Aarts2017"
"Aarts2017.143","SenUp","Fold06.Rep1",0.887731481481482,"Gene set","Aarts2017"
"Aarts2017.144","SigRS","Fold06.Rep1",0.417438271604938,"Gene set","Aarts2017"
"Aarts2017.145","GLB1","Fold06.Rep1",0.640817901234568,"Marker","Aarts2017"
"Aarts2017.146","TP53","Fold06.Rep1",0.528742283950617,"Marker","Aarts2017"
"Aarts2017.147","CDKN1A","Fold06.Rep1",0.641782407407407,"Marker","Aarts2017"
"Aarts2017.148","CDKN2A","Fold06.Rep1",0.465952932098765,"Marker","Aarts2017"
"Aarts2017.149","LMNB1","Fold06.Rep1",0.358506944444444,"Marker","Aarts2017"
"Aarts2017.150","IL1A","Fold06.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.151","RB1","Fold06.Rep1",0.604552469135803,"Marker","Aarts2017"
"Aarts2017.152","CDK1","Fold06.Rep1",0.70775462962963,"Marker","Aarts2017"
"Aarts2017.153","CDK4","Fold06.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.154","CDK6","Fold06.Rep1",0.688271604938272,"Marker","Aarts2017"
"Aarts2017.155","MKI67","Fold06.Rep1",0.820601851851852,"Marker","Aarts2017"
"Aarts2017.156","CDKN2B","Fold06.Rep1",0.774305555555556,"Marker","Aarts2017"
"Aarts2017.157","hUSI","Fold07.Rep1",0.932291666666667,"hUSI","Aarts2017"
"Aarts2017.158","DAS","Fold07.Rep1",0.371141975308642,"Senecence Score","Aarts2017"
"Aarts2017.159","mSS","Fold07.Rep1",0.576967592592593,"Senecence Score","Aarts2017"
"Aarts2017.160","DAS+mSS","Fold07.Rep1",0.458719135802469,"Senecence Score","Aarts2017"
"Aarts2017.161","lassoCS","Fold07.Rep1",0.795042438271605,"Senecence Score","Aarts2017"
"Aarts2017.162","CSS","Fold07.Rep1",0.474922839506173,"Senecence Score","Aarts2017"
"Aarts2017.163","SenMayo","Fold07.Rep1",0.512538580246914,"Gene set","Aarts2017"
"Aarts2017.164","CellAge","Fold07.Rep1",0.335648148148148,"Gene set","Aarts2017"
"Aarts2017.165","GenAge","Fold07.Rep1",0.24170524691358,"Gene set","Aarts2017"
"Aarts2017.166","ASIG","Fold07.Rep1",0.434413580246914,"Gene set","Aarts2017"
"Aarts2017.167","SASP","Fold07.Rep1",0.504050925925926,"Gene set","Aarts2017"
"Aarts2017.168","AgingAtlas","Fold07.Rep1",0.311921296296296,"Gene set","Aarts2017"
"Aarts2017.169","SenUp","Fold07.Rep1",0.900270061728395,"Gene set","Aarts2017"
"Aarts2017.170","SigRS","Fold07.Rep1",0.435956790123457,"Gene set","Aarts2017"
"Aarts2017.171","GLB1","Fold07.Rep1",0.639274691358025,"Marker","Aarts2017"
"Aarts2017.172","TP53","Fold07.Rep1",0.499228395061728,"Marker","Aarts2017"
"Aarts2017.173","CDKN1A","Fold07.Rep1",0.670524691358025,"Marker","Aarts2017"
"Aarts2017.174","CDKN2A","Fold07.Rep1",0.470871913580247,"Marker","Aarts2017"
"Aarts2017.175","LMNB1","Fold07.Rep1",0.372685185185185,"Marker","Aarts2017"
"Aarts2017.176","IL1A","Fold07.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.177","RB1","Fold07.Rep1",0.606674382716049,"Marker","Aarts2017"
"Aarts2017.178","CDK1","Fold07.Rep1",0.695023148148148,"Marker","Aarts2017"
"Aarts2017.179","CDK4","Fold07.Rep1",0.486111111111111,"Marker","Aarts2017"
"Aarts2017.180","CDK6","Fold07.Rep1",0.703703703703704,"Marker","Aarts2017"
"Aarts2017.181","MKI67","Fold07.Rep1",0.827353395061728,"Marker","Aarts2017"
"Aarts2017.182","CDKN2B","Fold07.Rep1",0.791666666666667,"Marker","Aarts2017"
"Aarts2017.183","hUSI","Fold08.Rep1",0.919367283950617,"hUSI","Aarts2017"
"Aarts2017.184","DAS","Fold08.Rep1",0.351755401234568,"Senecence Score","Aarts2017"
"Aarts2017.185","mSS","Fold08.Rep1",0.572434413580247,"Senecence Score","Aarts2017"
"Aarts2017.186","DAS+mSS","Fold08.Rep1",0.433641975308642,"Senecence Score","Aarts2017"
"Aarts2017.187","lassoCS","Fold08.Rep1",0.798321759259259,"Senecence Score","Aarts2017"
"Aarts2017.188","CSS","Fold08.Rep1",0.486207561728395,"Senecence Score","Aarts2017"
"Aarts2017.189","SenMayo","Fold08.Rep1",0.530478395061728,"Gene set","Aarts2017"
"Aarts2017.190","CellAge","Fold08.Rep1",0.348186728395062,"Gene set","Aarts2017"
"Aarts2017.191","GenAge","Fold08.Rep1",0.276813271604938,"Gene set","Aarts2017"
"Aarts2017.192","ASIG","Fold08.Rep1",0.437885802469136,"Gene set","Aarts2017"
"Aarts2017.193","SASP","Fold08.Rep1",0.459490740740741,"Gene set","Aarts2017"
"Aarts2017.194","AgingAtlas","Fold08.Rep1",0.343171296296296,"Gene set","Aarts2017"
"Aarts2017.195","SenUp","Fold08.Rep1",0.880979938271605,"Gene set","Aarts2017"
"Aarts2017.196","SigRS","Fold08.Rep1",0.406442901234568,"Gene set","Aarts2017"
"Aarts2017.197","GLB1","Fold08.Rep1",0.625,"Marker","Aarts2017"
"Aarts2017.198","TP53","Fold08.Rep1",0.509548611111111,"Marker","Aarts2017"
"Aarts2017.199","CDKN1A","Fold08.Rep1",0.66358024691358,"Marker","Aarts2017"
"Aarts2017.200","CDKN2A","Fold08.Rep1",0.473572530864198,"Marker","Aarts2017"
"Aarts2017.201","LMNB1","Fold08.Rep1",0.363425925925926,"Marker","Aarts2017"
"Aarts2017.202","IL1A","Fold08.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.203","RB1","Fold08.Rep1",0.583622685185185,"Marker","Aarts2017"
"Aarts2017.204","CDK1","Fold08.Rep1",0.680459104938272,"Marker","Aarts2017"
"Aarts2017.205","CDK4","Fold08.Rep1",0.507137345679012,"Marker","Aarts2017"
"Aarts2017.206","CDK6","Fold08.Rep1",0.716628086419753,"Marker","Aarts2017"
"Aarts2017.207","MKI67","Fold08.Rep1",0.808256172839506,"Marker","Aarts2017"
"Aarts2017.208","CDKN2B","Fold08.Rep1",0.766203703703704,"Marker","Aarts2017"
"Aarts2017.209","hUSI","Fold09.Rep1",0.922646604938272,"hUSI","Aarts2017"
"Aarts2017.210","DAS","Fold09.Rep1",0.379340277777778,"Senecence Score","Aarts2017"
"Aarts2017.211","mSS","Fold09.Rep1",0.593074845679012,"Senecence Score","Aarts2017"
"Aarts2017.212","DAS+mSS","Fold09.Rep1",0.478684413580247,"Senecence Score","Aarts2017"
"Aarts2017.213","lassoCS","Fold09.Rep1",0.79224537037037,"Senecence Score","Aarts2017"
"Aarts2017.214","CSS","Fold09.Rep1",0.467785493827161,"Senecence Score","Aarts2017"
"Aarts2017.215","SenMayo","Fold09.Rep1",0.499228395061728,"Gene set","Aarts2017"
"Aarts2017.216","CellAge","Fold09.Rep1",0.357060185185185,"Gene set","Aarts2017"
"Aarts2017.217","GenAge","Fold09.Rep1",0.272762345679012,"Gene set","Aarts2017"
"Aarts2017.218","ASIG","Fold09.Rep1",0.46045524691358,"Gene set","Aarts2017"
"Aarts2017.219","SASP","Fold09.Rep1",0.50829475308642,"Gene set","Aarts2017"
"Aarts2017.220","AgingAtlas","Fold09.Rep1",0.328896604938272,"Gene set","Aarts2017"
"Aarts2017.221","SenUp","Fold09.Rep1",0.904320987654321,"Gene set","Aarts2017"
"Aarts2017.222","SigRS","Fold09.Rep1",0.450038580246914,"Gene set","Aarts2017"
"Aarts2017.223","GLB1","Fold09.Rep1",0.638117283950617,"Marker","Aarts2017"
"Aarts2017.224","TP53","Fold09.Rep1",0.498070987654321,"Marker","Aarts2017"
"Aarts2017.225","CDKN1A","Fold09.Rep1",0.654899691358025,"Marker","Aarts2017"
"Aarts2017.226","CDKN2A","Fold09.Rep1",0.476851851851852,"Marker","Aarts2017"
"Aarts2017.227","LMNB1","Fold09.Rep1",0.37037037037037,"Marker","Aarts2017"
"Aarts2017.228","IL1A","Fold09.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.229","RB1","Fold09.Rep1",0.589313271604938,"Marker","Aarts2017"
"Aarts2017.230","CDK1","Fold09.Rep1",0.684895833333333,"Marker","Aarts2017"
"Aarts2017.231","CDK4","Fold09.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.232","CDK6","Fold09.Rep1",0.729359567901235,"Marker","Aarts2017"
"Aarts2017.233","MKI67","Fold09.Rep1",0.790316358024691,"Marker","Aarts2017"
"Aarts2017.234","CDKN2B","Fold09.Rep1",0.772280092592593,"Marker","Aarts2017"
"Aarts2017.235","hUSI","Fold10.Rep1",0.917052469135803,"hUSI","Aarts2017"
"Aarts2017.236","DAS","Fold10.Rep1",0.400270061728395,"Senecence Score","Aarts2017"
"Aarts2017.237","mSS","Fold10.Rep1",0.58545524691358,"Senecence Score","Aarts2017"
"Aarts2017.238","DAS+mSS","Fold10.Rep1",0.483410493827161,"Senecence Score","Aarts2017"
"Aarts2017.239","lassoCS","Fold10.Rep1",0.796199845679012,"Senecence Score","Aarts2017"
"Aarts2017.240","CSS","Fold10.Rep1",0.471257716049383,"Senecence Score","Aarts2017"
"Aarts2017.241","SenMayo","Fold10.Rep1",0.498070987654321,"Gene set","Aarts2017"
"Aarts2017.242","CellAge","Fold10.Rep1",0.331983024691358,"Gene set","Aarts2017"
"Aarts2017.243","GenAge","Fold10.Rep1",0.263888888888889,"Gene set","Aarts2017"
"Aarts2017.244","ASIG","Fold10.Rep1",0.421875,"Gene set","Aarts2017"
"Aarts2017.245","SASP","Fold10.Rep1",0.47974537037037,"Gene set","Aarts2017"
"Aarts2017.246","AgingAtlas","Fold10.Rep1",0.326195987654321,"Gene set","Aarts2017"
"Aarts2017.247","SenUp","Fold10.Rep1",0.884645061728395,"Gene set","Aarts2017"
"Aarts2017.248","SigRS","Fold10.Rep1",0.399691358024691,"Gene set","Aarts2017"
"Aarts2017.249","GLB1","Fold10.Rep1",0.615837191358025,"Marker","Aarts2017"
"Aarts2017.250","TP53","Fold10.Rep1",0.490547839506173,"Marker","Aarts2017"
"Aarts2017.251","CDKN1A","Fold10.Rep1",0.691743827160494,"Marker","Aarts2017"
"Aarts2017.252","CDKN2A","Fold10.Rep1",0.485725308641975,"Marker","Aarts2017"
"Aarts2017.253","LMNB1","Fold10.Rep1",0.377893518518519,"Marker","Aarts2017"
"Aarts2017.254","IL1A","Fold10.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.255","RB1","Fold10.Rep1",0.623939043209877,"Marker","Aarts2017"
"Aarts2017.256","CDK1","Fold10.Rep1",0.681520061728395,"Marker","Aarts2017"
"Aarts2017.257","CDK4","Fold10.Rep1",0.5,"Marker","Aarts2017"
"Aarts2017.258","CDK6","Fold10.Rep1",0.684992283950617,"Marker","Aarts2017"
"Aarts2017.259","MKI67","Fold10.Rep1",0.797067901234568,"Marker","Aarts2017"
"Aarts2017.260","CDKN2B","Fold10.Rep1",0.764756944444444,"Marker","Aarts2017"
"Aarts2017.261","hUSI","Fold01.Rep2",0.929398148148148,"hUSI","Aarts2017"
"Aarts2017.262","DAS","Fold01.Rep2",0.375868055555556,"Senecence Score","Aarts2017"
"Aarts2017.263","mSS","Fold01.Rep2",0.5859375,"Senecence Score","Aarts2017"
"Aarts2017.264","DAS+mSS","Fold01.Rep2",0.466049382716049,"Senecence Score","Aarts2017"
"Aarts2017.265","lassoCS","Fold01.Rep2",0.783661265432099,"Senecence Score","Aarts2017"
"Aarts2017.266","CSS","Fold01.Rep2",0.459972993827161,"Senecence Score","Aarts2017"
"Aarts2017.267","SenMayo","Fold01.Rep2",0.496913580246914,"Gene set","Aarts2017"
"Aarts2017.268","CellAge","Fold01.Rep2",0.337384259259259,"Gene set","Aarts2017"
"Aarts2017.269","GenAge","Fold01.Rep2",0.265239197530864,"Gene set","Aarts2017"
"Aarts2017.270","ASIG","Fold01.Rep2",0.453125,"Gene set","Aarts2017"
"Aarts2017.271","SASP","Fold01.Rep2",0.510416666666667,"Gene set","Aarts2017"
"Aarts2017.272","AgingAtlas","Fold01.Rep2",0.324266975308642,"Gene set","Aarts2017"
"Aarts2017.273","SenUp","Fold01.Rep2",0.905478395061728,"Gene set","Aarts2017"
"Aarts2017.274","SigRS","Fold01.Rep2",0.432677469135802,"Gene set","Aarts2017"
"Aarts2017.275","GLB1","Fold01.Rep2",0.621913580246914,"Marker","Aarts2017"
"Aarts2017.276","TP53","Fold01.Rep2",0.52295524691358,"Marker","Aarts2017"
"Aarts2017.277","CDKN1A","Fold01.Rep2",0.691743827160494,"Marker","Aarts2017"
"Aarts2017.278","CDKN2A","Fold01.Rep2",0.470100308641975,"Marker","Aarts2017"
"Aarts2017.279","LMNB1","Fold01.Rep2",0.377121913580247,"Marker","Aarts2017"
"Aarts2017.280","IL1A","Fold01.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.281","RB1","Fold01.Rep2",0.583333333333333,"Marker","Aarts2017"
"Aarts2017.282","CDK1","Fold01.Rep2",0.690200617283951,"Marker","Aarts2017"
"Aarts2017.283","CDK4","Fold01.Rep2",0.507137345679012,"Marker","Aarts2017"
"Aarts2017.284","CDK6","Fold01.Rep2",0.710262345679012,"Marker","Aarts2017"
"Aarts2017.285","MKI67","Fold01.Rep2",0.814043209876543,"Marker","Aarts2017"
"Aarts2017.286","CDKN2B","Fold01.Rep2",0.758680555555555,"Marker","Aarts2017"
"Aarts2017.287","hUSI","Fold02.Rep2",0.931134259259259,"hUSI","Aarts2017"
"Aarts2017.288","DAS","Fold02.Rep2",0.380690586419753,"Senecence Score","Aarts2017"
"Aarts2017.289","mSS","Fold02.Rep2",0.587480709876543,"Senecence Score","Aarts2017"
"Aarts2017.290","DAS+mSS","Fold02.Rep2",0.470003858024691,"Senecence Score","Aarts2017"
"Aarts2017.291","lassoCS","Fold02.Rep2",0.787133487654321,"Senecence Score","Aarts2017"
"Aarts2017.292","CSS","Fold02.Rep2",0.484085648148148,"Senecence Score","Aarts2017"
"Aarts2017.293","SenMayo","Fold02.Rep2",0.530864197530864,"Gene set","Aarts2017"
"Aarts2017.294","CellAge","Fold02.Rep2",0.326195987654321,"Gene set","Aarts2017"
"Aarts2017.295","GenAge","Fold02.Rep2",0.252121913580247,"Gene set","Aarts2017"
"Aarts2017.296","ASIG","Fold02.Rep2",0.430362654320988,"Gene set","Aarts2017"
"Aarts2017.297","SASP","Fold02.Rep2",0.486304012345679,"Gene set","Aarts2017"
"Aarts2017.298","AgingAtlas","Fold02.Rep2",0.326195987654321,"Gene set","Aarts2017"
"Aarts2017.299","SenUp","Fold02.Rep2",0.893518518518518,"Gene set","Aarts2017"
"Aarts2017.300","SigRS","Fold02.Rep2",0.422067901234568,"Gene set","Aarts2017"
"Aarts2017.301","GLB1","Fold02.Rep2",0.652199074074074,"Marker","Aarts2017"
"Aarts2017.302","TP53","Fold02.Rep2",0.503954475308642,"Marker","Aarts2017"
"Aarts2017.303","CDKN1A","Fold02.Rep2",0.676890432098765,"Marker","Aarts2017"
"Aarts2017.304","CDKN2A","Fold02.Rep2",0.480902777777778,"Marker","Aarts2017"
"Aarts2017.305","LMNB1","Fold02.Rep2",0.371238425925926,"Marker","Aarts2017"
"Aarts2017.306","IL1A","Fold02.Rep2",0.5,"Marker","Aarts2017"
"Aarts2017.307","RB1","Fold02.Rep2",0.609664351851852,"Marker","Aarts2017"
